name,position
harry potter,525058
harry potter,525089
harry potter,525143
harry potter,525168
draco malfoy,525196
harry potter,525215
harry potter,525225
harry potter,525275
harry potter,525278
harry potter,525309
harry potter,525338
harry potter,525351
harry potter,525388
harry potter,525471
harry potter,525497
minerva mcgonagall,525569
harry potter,525716
james potter,525761
lily potter,525764
james potter,525836
harry potter,525855
bellatrix black,525862
harry potter,525870
harry potter,525893
harry potter,525922
james potter,525938
harry potter,525944
harry potter,525953
harry potter,525971
harry potter,525996
albus dumbledore,526001
albus dumbledore,526004
madeye moody,526006
harry potter,526024
harry potter,526039
harry potter,526081
james potter,526093
voldemort,526100
lily potter,526102
harry potter,526144
neville longbottom,526154
albus dumbledore,526157
harry potter,526171
harry potter,526193
harry potter,526225
james potter,526226
petunia evansverres,526229
harry potter,526248
james potter,526272
lily potter,526274
harry potter,526321
harry potter,526333
lily potter,526397
james potter,526399
harry potter,526401
harry potter,526486
james potter,526515
lily potter,526517
harry potter,526535
harry potter,526573
harry potter,526617
harry potter,526656
harry potter,526669
voldemort,526846
harry potter,526875
lily potter,526919
james potter,526921
harry potter,526932
harry potter,527014
james potter,527030
lily potter,527032
harry potter,527040
james potter,527055
lily potter,527068
harry potter,527079
harry potter,527096
harry potter,527121
harry potter,527136
lily potter,527218
voldemort,527227
harry potter,527292
harry potter,527342
harry potter,527366
harry potter,527446
albus dumbledore,527460
albus dumbledore,527463
harry potter,527511
harry potter,527548
james potter,527554
lily potter,527570
harry potter,527581
harry potter,527668
harry potter,527694
harry potter,527719
harry potter,527723
harry potter,527865
james potter,527881
harry potter,527885
harry potter,527897
harry potter,527957
harry potter,527971
harry potter,528009
harry potter,528021
harry potter,528031
harry potter,528059
james potter,528060
harry potter,528078
harry potter,528152
james potter,528227
harry potter,528240
harry potter,528253
harry potter,528273
james potter,528274
lily potter,528279
james potter,528281
harry potter,528286
harry potter,528315
harry potter,528345
harry potter,528422
albus dumbledore,528443
harry potter,528474
harry potter,528545
harry potter,528571
harry potter,528583
draco malfoy,528745
draco malfoy,528800
harry potter,528804
lucius malfoy,528808
albus dumbledore,528838
harry potter,528842
harry potter,528854
harry potter,528900
madeye moody,528953
harry potter,529006
harry potter,529074
harry potter,529104
filius flitwick,529113
voldemort,529122
harry potter,529140
harry potter,529153
madeye moody,529210
harry potter,529410
lucius malfoy,529468
madeye moody,529472
draco malfoy,529482
harry potter,529544
harry potter,529564
madeye moody,529589
harry potter,529594
harry potter,529751
lucius malfoy,529793
bellatrix black,529848
draco malfoy,529883
draco malfoy,529895
harry potter,529896
harry potter,529921
lucius malfoy,529948
harry potter,529974
lucius malfoy,529978
harry potter,529997
harry potter,530010
draco malfoy,530025
harry potter,530034
harry potter,530051
lucius malfoy,530063
lucius malfoy,530116
harry potter,530177
harry potter,530240
draco malfoy,530245
draco malfoy,530267
harry potter,530280
harry potter,530281
draco malfoy,530302
harry potter,530389
draco malfoy,530396
harry potter,530402
draco malfoy,530429
harry potter,530473
draco malfoy,530570
lucius malfoy,530601
harry potter,530621
draco malfoy,530631
harry potter,530640
draco malfoy,530644
draco malfoy,530694
lucius malfoy,530732
harry potter,530764
harry potter,530771
draco malfoy,530785
harry potter,530804
draco malfoy,530825
voldemort,530852
lucius malfoy,530862
harry potter,530885
harry potter,530901
draco malfoy,530904
draco malfoy,530979
harry potter,530986
draco malfoy,530988
draco malfoy,530992
hermione granger,531007
harry potter,531016
harry potter,531040
lucius malfoy,531048
hermione granger,531053
harry potter,531069
draco malfoy,531086
lucius malfoy,531102
hermione granger,531113
harry potter,531121
harry potter,531135
hermione granger,531168
lucius malfoy,531185
harry potter,531191
hermione granger,531213
hermione granger,531228
draco malfoy,531230
hermione granger,531236
lucius malfoy,531283
harry potter,531293
draco malfoy,531318
draco malfoy,531331
lucius malfoy,531339
draco malfoy,531354
harry potter,531363
harry potter,531370
harry potter,531397
draco malfoy,531508
hermione granger,531510
hermione granger,531526
lucius malfoy,531553
harry potter,531585
lucius malfoy,531587
draco malfoy,531590
lucius malfoy,531611
harry potter,531616
draco malfoy,531674
harry potter,531686
lucius malfoy,531688
lucius malfoy,531691
hermione granger,531699
harry potter,531719
harry potter,531742
draco malfoy,531745
lucius malfoy,531811
draco malfoy,531819
harry potter,531837
harry potter,531875
draco malfoy,531895
harry potter,531911
draco malfoy,531915
harry potter,531963
draco malfoy,532019
draco malfoy,532040
harry potter,532050
lucius malfoy,532120
harry potter,532154
harry potter,532196
harry potter,532222
harry potter,532266
lucius malfoy,532311
hermione granger,532394
draco malfoy,532420
lucius malfoy,532433
harry potter,532446
draco malfoy,532501
harry potter,532533
harry potter,532553
draco malfoy,532568
harry potter,532591
lucius malfoy,532602
harry potter,532627
draco malfoy,532639
harry potter,532647
harry potter,532661
draco malfoy,532663
lucius malfoy,532671
draco malfoy,532673
harry potter,532676
lucius malfoy,532681
harry potter,532688
lucius malfoy,532692
neville longbottom,532699
amelia bones,532701
albus dumbledore,532710
harry potter,532713
lucius malfoy,532741
harry potter,532783
harry potter,532809
harry potter,532829
draco malfoy,532916
lucius malfoy,532921
harry potter,532944
harry potter,532971
harry potter,532983
draco malfoy,532987
hermione granger,532993
draco malfoy,533019
draco malfoy,533063
harry potter,533064
harry potter,533078
draco malfoy,533082
draco malfoy,533114
lucius malfoy,533129
harry potter,533154
lucius malfoy,533161
lucius malfoy,533184
harry potter,533211
draco malfoy,533222
harry potter,533265
albus dumbledore,533274
lucius malfoy,533286
albus dumbledore,533288
draco malfoy,533323
albus dumbledore,533349
draco malfoy,533393
lucius malfoy,533396
albus dumbledore,533410
draco malfoy,533417
draco malfoy,533449
harry potter,533450
albus dumbledore,533471
draco malfoy,533481
albus dumbledore,533486
lucius malfoy,533505
harry potter,533518
draco malfoy,533576
harry potter,533604
draco malfoy,533611
lucius malfoy,533614
lucius malfoy,533697
albus dumbledore,533707
draco malfoy,533711
hermione granger,533739
albus dumbledore,533740
hermione granger,533755
albus dumbledore,533759
harry potter,533765
lucius malfoy,533770
draco malfoy,533800
bellatrix black,533813
albus dumbledore,533849
hermione granger,533857
hermione granger,533873
draco malfoy,533879
harry potter,533882
albus dumbledore,533899
albus dumbledore,533915
harry potter,533918
draco malfoy,533940
albus dumbledore,533944
hermione granger,533953
albus dumbledore,533988
hermione granger,534034
ron weasley,534046
albus dumbledore,534063
albus dumbledore,534090
draco malfoy,534139
albus dumbledore,534146
hermione granger,534173
albus dumbledore,534178
lucius malfoy,534193
albus dumbledore,534204
draco malfoy,534205
albus dumbledore,534219
albus dumbledore,534228
hermione granger,534244
harry potter,534279
hermione granger,534289
albus dumbledore,534306
lucius malfoy,534308
harry potter,534334
draco malfoy,534346
lucius malfoy,534359
harry potter,534377
draco malfoy,534385
albus dumbledore,534406
harry potter,534415
lucius malfoy,534418
lucius malfoy,534434
harry potter,534489
lucius malfoy,534526
harry potter,534532
lucius malfoy,534548
albus dumbledore,534579
draco malfoy,534600
harry potter,534606
harry potter,534609
albus dumbledore,534635
lucius malfoy,534653
harry potter,534668
lucius malfoy,534684
draco malfoy,534701
draco malfoy,534707
albus dumbledore,534709
draco malfoy,534768
draco malfoy,534779
draco malfoy,534781
hermione granger,534791
draco malfoy,534842
neville longbottom,534860
amelia bones,534862
neville longbottom,534885
amelia bones,534887
harry potter,534920
harry potter,534950
lucius malfoy,534959
madeye moody,534967
lucius malfoy,535015
madeye moody,535017
harry potter,535045
harry potter,535066
harry potter,535090
madeye moody,535104
harry potter,535119
lucius malfoy,535143
harry potter,535148
madeye moody,535152
draco malfoy,535171
hermione granger,535176
daphne greengrass,535208
daphne greengrass,535214
draco malfoy,535256
hermione granger,535321
daphne greengrass,535323
minerva mcgonagall,535390
daphne greengrass,535404
daphne greengrass,535480
daphne greengrass,535493
daphne greengrass,535500
daphne greengrass,535522
daphne greengrass,535534
daphne greengrass,535542
daphne greengrass,535587
daphne greengrass,535603
hermione granger,535637
hermione granger,535653
daphne greengrass,535677
draco malfoy,535700
hermione granger,535787
draco malfoy,535789
hermione granger,535857
draco malfoy,535898
hermione granger,535915
hermione granger,535941
lucius malfoy,535970
draco malfoy,535980
draco malfoy,535986
draco malfoy,536023
draco malfoy,536030
daphne greengrass,536040
draco malfoy,536109
daphne greengrass,536121
draco malfoy,536146
harry potter,536165
harry potter,536190
fred weasley,536270
george weasley,536272
fred weasley,536295
george weasley,536297
rita skeeter,536343
harry potter,536350
harry potter,536394
fred weasley,536472
george weasley,536474
george weasley,536646
fred weasley,536648
fred weasley,536660
harry potter,536671
george weasley,536690
harry potter,536691
ron weasley,536712
harry potter,536727
harry potter,536759
draco malfoy,536927
draco malfoy,536936
hermione granger,536961
draco malfoy,536976
draco malfoy,537040
draco malfoy,537069
draco malfoy,537109
draco malfoy,537110
hermione granger,537136
hermione granger,537140
draco malfoy,537173
draco malfoy,537180
harry potter,537201
harry potter,537207
harry potter,537211
draco malfoy,537222
draco malfoy,537233
hermione granger,537239
hermione granger,537244
harry potter,537251
harry potter,537263
draco malfoy,537285
draco malfoy,537314
daphne greengrass,537354
daphne greengrass,537374
daphne greengrass,537375
theodore nott,537386
theodore nott,537391
theodore nott,537393
draco malfoy,537399
amelia bones,537404
amelia bones,537409
susan bones,537420
daphne greengrass,537425
neville longbottom,537444
neville longbottom,537446
lucius malfoy,537458
draco malfoy,537461
draco malfoy,537470
daphne greengrass,537484
daphne greengrass,537517
daphne greengrass,537519
susan bones,537610
susan bones,537638
susan bones,537662
susan bones,537678
draco malfoy,537735
draco malfoy,537740
daphne greengrass,537756
neville longbottom,537815
theodore nott,537837
daphne greengrass,537869
lucius malfoy,537897
amelia bones,537902
daphne greengrass,537916
draco malfoy,537933
amelia bones,537938
draco malfoy,537941
draco malfoy,537943
amelia bones,537946
daphne greengrass,537992
daphne greengrass,538072
neville longbottom,538088
theodore nott,538102
susan bones,538115
draco malfoy,538133
daphne greengrass,538148
daphne greengrass,538150
draco malfoy,538287
draco malfoy,538308
draco malfoy,538337
daphne greengrass,538388
daphne greengrass,538391
draco malfoy,538545
bellatrix black,539144
draco malfoy,539171
draco malfoy,539212
draco malfoy,539261
draco malfoy,539298
draco malfoy,539420
draco malfoy,539429
draco malfoy,539462
draco malfoy,539532
draco malfoy,539562
draco malfoy,539763
amelia bones,539902
hannah abbott,540043
draco malfoy,540151
bellatrix black,540157
draco malfoy,540175
hermione granger,540292
draco malfoy,540297
bellatrix black,540391
hermione granger,540434
draco malfoy,540447
draco malfoy,540459
draco malfoy,540521
draco malfoy,540562
draco malfoy,540620
draco malfoy,540716
draco malfoy,540750
draco malfoy,540807
draco malfoy,540820
draco malfoy,540847
draco malfoy,540944
draco malfoy,540945
draco malfoy,541013
draco malfoy,541058
draco malfoy,541065
draco malfoy,541114
draco malfoy,541122
draco malfoy,541246
draco malfoy,541326
draco malfoy,541337
draco malfoy,541411
draco malfoy,541451
draco malfoy,541571
draco malfoy,541761
draco malfoy,541805
tom riddle,541814
harry potter,541865
minerva mcgonagall,541874
minerva mcgonagall,541885
minerva mcgonagall,541911
draco malfoy,541925
harry potter,541948
draco malfoy,541970
harry potter,541983
draco malfoy,541992
draco malfoy,542001
draco malfoy,542012
harry potter,542053
harry potter,542058
draco malfoy,542071
harry potter,542116
draco malfoy,542117
draco malfoy,542133
draco malfoy,542145
draco malfoy,542152
harry potter,542180
harry potter,542238
harry potter,542269
bellatrix black,542291
draco malfoy,542307
minerva mcgonagall,542311
draco malfoy,542338
harry potter,542347
harry potter,542358
harry potter,542461
harry potter,542480
harry potter,542586
harry potter,542604
harry potter,542614
harry potter,542702
harry potter,542749
harry potter,542819
minerva mcgonagall,542848
harry potter,542849
minerva mcgonagall,542862
harry potter,542955
harry potter,542967
harry potter,542983
harry potter,543011
draco malfoy,543094
draco malfoy,543176
draco malfoy,543186
draco malfoy,543220
harry potter,543261
draco malfoy,543291
harry potter,543293
harry potter,543325
harry potter,543408
harry potter,543497
minerva mcgonagall,543618
harry potter,543633
harry potter,543702
harry potter,543813
harry potter,543839
harry potter,543898
harry potter,543924
harry potter,543972
bellatrix black,544032
harry potter,544049
harry potter,544140
harry potter,544198
harry potter,544248
harry potter,544288
harry potter,544328
harry potter,544380
harry potter,544410
harry potter,544505
harry potter,544528
harry potter,544643
harry potter,544644
lily potter,545000
harry potter,545016
lily potter,545028
lily potter,545201
harry potter,545217
harry potter,545394
harry potter,545468
bellatrix black,545516
harry potter,545574
harry potter,545607
harry potter,545658
harry potter,545723
harry potter,545741
harry potter,545888
harry potter,545909
draco malfoy,545927
albus dumbledore,545941
draco malfoy,545949
amelia bones,545959
albus dumbledore,545972
harry potter,545983
harry potter,546043
bellatrix black,546050
harry potter,546076
lucius malfoy,546080
albus dumbledore,546084
albus dumbledore,546119
harry potter,546123
harry potter,546145
minerva mcgonagall,546172
harry potter,546193
albus dumbledore,546248
harry potter,546281
harry potter,546459
harry potter,546473
harry potter,546552
draco malfoy,546586
harry potter,546635
draco malfoy,546648
harry potter,546663
harry potter,546688
harry potter,546792
harry potter,546812
harry potter,546909
albus dumbledore,546919
harry potter,546943
harry potter,546973
albus dumbledore,546996
hermione granger,547236
harry potter,547255
hermione granger,547261
harry potter,547294
harry potter,547325
voldemort,547348
harry potter,547373
harry potter,547404
minerva mcgonagall,547411
neville longbottom,547416
harry potter,547434
harry potter,547465
harry potter,547479
harry potter,547521
bellatrix black,547594
bellatrix black,547616
harry potter,547645
draco malfoy,547649
harry potter,547654
harry potter,547740
harry potter,547751
harry potter,547787
harry potter,547824
harry potter,547862
harry potter,547942
harry potter,547981
harry potter,547994
harry potter,548019
minerva mcgonagall,548094
harry potter,548173
harry potter,548239
harry potter,548280
harry potter,548293
harry potter,548426
harry potter,548427
harry potter,548487
harry potter,548587
harry potter,548726
harry potter,548974
harry potter,549123
harry potter,549198
harry potter,549203
harry potter,549257
harry potter,549284
bellatrix black,549316
harry potter,549339
harry potter,549421
tom riddle,549561
harry potter,549586
harry potter,549750
harry potter,549787
harry potter,549798
harry potter,549835
tom riddle,549869
harry potter,550022
harry potter,550065
harry potter,550080
harry potter,550236
harry potter,550340
harry potter,550367
harry potter,550411
harry potter,550463
harry potter,550476
harry potter,550595
harry potter,550611
tom riddle,550726
harry potter,550749
hermione granger,550849
harry potter,550865
harry potter,550975
daphne greengrass,551014
draco malfoy,551047
draco malfoy,551077
draco malfoy,551087
draco malfoy,551116
draco malfoy,551148
hermione granger,551158
hermione granger,551191
daphne greengrass,551193
hermione granger,551224
draco malfoy,551228
daphne greengrass,551269
draco malfoy,551273
draco malfoy,551305
draco malfoy,551326
draco malfoy,551352
daphne greengrass,551353
daphne greengrass,551488
daphne greengrass,551536
hannah abbott,551548
daphne greengrass,551591
daphne greengrass,551674
daphne greengrass,551720
daphne greengrass,551770
daphne greengrass,551821
daphne greengrass,551983
harry potter,552027
harry potter,552039
harry potter,552097
harry potter,552138
harry potter,552157
harry potter,552161
harry potter,552249
harry potter,552277
harry potter,552283
harry potter,552290
harry potter,552361
harry potter,552385
harry potter,552720
harry potter,552774
harry potter,552818
harry potter,552831
harry potter,552861
harry potter,552884
lavender brown,552917
harry potter,552950
neville longbottom,552994
neville longbottom,553002
hermione granger,553082
harry potter,553266
harry potter,553305
harry potter,553335
harry potter,553436
harry potter,553536
draco malfoy,553621
hermione granger,553639
harry potter,553768
fred weasley,554184
george weasley,554186
harry potter,554380
minerva mcgonagall,554389
minerva mcgonagall,554402
harry potter,554406
minerva mcgonagall,554427
harry potter,554438
harry potter,554704
harry potter,554728
harry potter,554770
harry potter,554859
filius flitwick,554907
harry potter,554925
harry potter,554945
harry potter,554954
harry potter,554992
harry potter,555015
minerva mcgonagall,555040
harry potter,555043
harry potter,555078
harry potter,555105
harry potter,555162
harry potter,555314
draco malfoy,555323
harry potter,555343
draco malfoy,555359
harry potter,555385
harry potter,555434
harry potter,555462
harry potter,555470
harry potter,555478
harry potter,555495
harry potter,555516
harry potter,555578
harry potter,555605
tom riddle,555610
harry potter,555704
albus dumbledore,555730
minerva mcgonagall,555732
filius flitwick,555734
harry potter,555762
minerva mcgonagall,555787
harry potter,555798
harry potter,555818
draco malfoy,555823
draco malfoy,555840
draco malfoy,555862
harry potter,555889
harry potter,555904
harry potter,555917
harry potter,555921
harry potter,555929
harry potter,555994
neville longbottom,555996
harry potter,555998
harry potter,556022
harry potter,556077
harry potter,556172
harry potter,556229
albus dumbledore,556279
harry potter,556281
harry potter,556381
minerva mcgonagall,556385
harry potter,556401
harry potter,556424
harry potter,556459
harry potter,556509
harry potter,556541
harry potter,556674
harry potter,556698
harry potter,556974
harry potter,557140
harry potter,557156
harry potter,557177
harry potter,557221
harry potter,557270
bellatrix black,557308
harry potter,557314
harry potter,557319
harry potter,557339
harry potter,557359
harry potter,557379
harry potter,557384
harry potter,557393
harry potter,557425
albus dumbledore,557475
harry potter,557497
harry potter,557530
harry potter,557569
harry potter,557684
theodore nott,557723
daphne greengrass,557725
susan bones,557727
theodore nott,557758
theodore nott,557766
harry potter,557801
harry potter,557822
harry potter,557857
susan bones,557881
harry potter,557889
draco malfoy,557921
draco malfoy,557935
daphne greengrass,557954
harry potter,557973
draco malfoy,558002
draco malfoy,558012
susan bones,558017
lavender brown,558089
susan bones,558116
harry potter,558157
draco malfoy,558196
draco malfoy,558205
daphne greengrass,558220
susan bones,558221
draco malfoy,558237
theodore nott,558278
draco malfoy,558281
theodore nott,558322
draco malfoy,558326
albus dumbledore,558340
albus dumbledore,558353
albus dumbledore,558362
albus dumbledore,558405
albus dumbledore,558429
daphne greengrass,558451
hermione granger,558475
susan bones,558521
theodore nott,558550
draco malfoy,558563
draco malfoy,558566
draco malfoy,558585
theodore nott,558595
albus dumbledore,558614
theodore nott,558634
albus dumbledore,558650
susan bones,558719
daphne greengrass,558725
amelia bones,558737
susan bones,558752
amelia bones,558797
theodore nott,558803
daphne greengrass,558876
susan bones,558883
susan bones,558901
daphne greengrass,558911
susan bones,558915
draco malfoy,558942
amelia bones,558965
draco malfoy,559005
susan bones,559043
draco malfoy,559057
harry potter,559130
harry potter,559202
draco malfoy,559235
albus dumbledore,559280
susan bones,559318
harry potter,559335
harry potter,559367
hermione granger,559469
draco malfoy,559476
lavender brown,559551
lavender brown,559564
draco malfoy,559691
harry potter,559769
amelia bones,559780
harry potter,559804
harry potter,559842
harry potter,559845
harry potter,559873
susan bones,559905
harry potter,560043
draco malfoy,560123
susan bones,560129
draco malfoy,560134
harry potter,560153
draco malfoy,560166
draco malfoy,560219
harry potter,560232
harry potter,560257
draco malfoy,560270
harry potter,560278
harry potter,560287
draco malfoy,560299
harry potter,560313
harry potter,560343
harry potter,560355
albus dumbledore,560380
harry potter,560395
harry potter,560415
harry potter,560429
harry potter,560466
harry potter,560470
harry potter,560491
harry potter,560525
draco malfoy,560538
theodore nott,560548
albus dumbledore,560554
albus dumbledore,560559
harry potter,560569
albus dumbledore,560572
harry potter,560611
hermione granger,560684
harry potter,560685
harry potter,560744
harry potter,560844
harry potter,560870
harry potter,560921
harry potter,560930
hermione granger,560970
harry potter,560974
harry potter,560979
harry potter,561101
draco malfoy,561113
hermione granger,561174
harry potter,561218
draco malfoy,561224
draco malfoy,561243
draco malfoy,561278
draco malfoy,561297
harry potter,561307
harry potter,561359
harry potter,561382
hermione granger,561442
hermione granger,561454
albus dumbledore,561485
albus dumbledore,561517
harry potter,561676
harry potter,561892
harry potter,561898
harry potter,561909
harry potter,561920
harry potter,561963
harry potter,561970
albus dumbledore,561987
harry potter,562007
harry potter,562012
harry potter,562075
harry potter,562114
harry potter,562120
harry potter,562129
draco malfoy,562145
harry potter,562152
harry potter,562183
draco malfoy,562189
harry potter,562209
harry potter,562228
harry potter,562261
harry potter,562269
harry potter,562282
harry potter,562358
draco malfoy,562361
draco malfoy,562379
hermione granger,562385
harry potter,562468
harry potter,562482
harry potter,562514
harry potter,562531
harry potter,562560
bellatrix black,562612
harry potter,562652
voldemort,562747
madeye moody,562778
harry potter,562799
harry potter,562830
harry potter,562858
harry potter,562864
harry potter,562883
harry potter,562902
harry potter,562929
bellatrix black,562948
voldemort,562989
tom riddle,563001
tom riddle,563031
tom riddle,563056
tom riddle,563060
tom riddle,563063
voldemort,563084
voldemort,563138
neville longbottom,563185
harry potter,563187
harry potter,563209
harry potter,563238
neville longbottom,563246
neville longbottom,563257
tom riddle,563290
voldemort,563300
harry potter,563338
harry potter,563401
harry potter,563412
harry potter,563446
harry potter,563475
harry potter,563507
harry potter,563689
voldemort,563775
voldemort,563803
harry potter,563839
harry potter,563861
albus dumbledore,563991
harry potter,564041
voldemort,564115
voldemort,564151
harry potter,564154
harry potter,564229
voldemort,564248
voldemort,564257
harry potter,564337
harry potter,564347
voldemort,564617
harry potter,564716
hermione granger,564811
harry potter,564855
harry potter,564873
albus dumbledore,564909
hermione granger,564940
harry potter,565002
harry potter,565103
harry potter,565165
harry potter,565187
harry potter,565207
harry potter,565333
harry potter,565382
harry potter,565522
hermione granger,565568
voldemort,565575
voldemort,565599
harry potter,565745
harry potter,565841
harry potter,566047
harry potter,566109
harry potter,566170
harry potter,566209
harry potter,566247
harry potter,566301
harry potter,566316
bellatrix black,566356
harry potter,566403
harry potter,566450
harry potter,566470
harry potter,566482
harry potter,566567
harry potter,566651
harry potter,566699
harry potter,566733
harry potter,566739
harry potter,566908
harry potter,566941
harry potter,566959
harry potter,566997
harry potter,567120
harry potter,567192
hermione granger,567201
hermione granger,567254
harry potter,567258
harry potter,567277
harry potter,567312
voldemort,567360
harry potter,567388
harry potter,567396
tom riddle,567432
harry potter,567433
harry potter,567471
harry potter,567525
harry potter,567549
hermione granger,567596
voldemort,567635
hermione granger,567638
harry potter,567641
harry potter,567699
harry potter,567712
harry potter,567736
harry potter,567774
voldemort,567863
harry potter,567874
harry potter,567914
harry potter,567979
harry potter,568096
harry potter,568147
harry potter,568178
harry potter,568195
harry potter,568287
voldemort,568330
minerva mcgonagall,568341
filius flitwick,568344
harry potter,568367
harry potter,568426
harry potter,568445
harry potter,568564
albus dumbledore,568743
voldemort,568764
albus dumbledore,568766
albus dumbledore,568781
albus dumbledore,568793
albus dumbledore,568822
albus dumbledore,568848
voldemort,568851
harry potter,568870
albus dumbledore,568878
albus dumbledore,568888
harry potter,568916
harry potter,568997
harry potter,569140
harry potter,569196
bellatrix black,569285
harry potter,569376
bellatrix black,569384
fawkes,569388
harry potter,569449
harry potter,569518
harry potter,569538
bellatrix black,569564
harry potter,569619
albus dumbledore,569695
harry potter,569698
harry potter,569730
harry potter,569739
harry potter,569770
albus dumbledore,569781
harry potter,569823
harry potter,569976
harry potter,570097
harry potter,570111
harry potter,570321
harry potter,570345
harry potter,570355
harry potter,570427
harry potter,570448
harry potter,570520
harry potter,570551
albus dumbledore,570666
harry potter,570680
voldemort,570705
voldemort,570773
harry potter,570813
voldemort,570889
voldemort,570895
voldemort,570921
voldemort,570936
voldemort,570963
harry potter,570975
harry potter,570991
voldemort,571049
harry potter,571181
amelia bones,571194
harry potter,571269
harry potter,571295
harry potter,571334
harry potter,571351
harry potter,571411
voldemort,571421
voldemort,571429
voldemort,571440
harry potter,571461
voldemort,571486
albus dumbledore,571499
albus dumbledore,571529
harry potter,571574
hermione granger,571691
harry potter,571720
harry potter,571795
harry potter,571802
harry potter,572044
harry potter,572114
harry potter,572122
voldemort,572209
harry potter,572246
harry potter,572299
voldemort,572338
hermione granger,572357
harry potter,572364
voldemort,572388
harry potter,572429
harry potter,572446
harry potter,572471
harry potter,572532
voldemort,572567
harry potter,572621
tom riddle,572653
harry potter,572657
tom riddle,572750
harry potter,572860
harry potter,572894
harry potter,572907
harry potter,573081
tom riddle,573115
harry potter,573135
harry potter,573177
harry potter,573205
harry potter,573249
harry potter,573291
tom riddle,573415
harry potter,573424
tom riddle,573431
voldemort,573489
harry potter,573578
harry potter,573612
harry potter,573645
harry potter,573681
voldemort,573787
harry potter,573851
harry potter,573920
harry potter,573980
lily potter,574000
harry potter,574002
harry potter,574049
harry potter,574072
tom riddle,574319
harry potter,574434
harry potter,574455
harry potter,574515
harry potter,574637
harry potter,574769
harry potter,575105
harry potter,575120
harry potter,575241
bellatrix black,575335
harry potter,575418
voldemort,575530
harry potter,575537
harry potter,575545
voldemort,575554
harry potter,575581
harry potter,575858
harry potter,575910
harry potter,575929
harry potter,575973
voldemort,575995
harry potter,575998
harry potter,576044
harry potter,576066
harry potter,576103
harry potter,576273
harry potter,576389
harry potter,576569
harry potter,576909
albus dumbledore,577228
voldemort,577243
albus dumbledore,577247
voldemort,577260
harry potter,577368
harry potter,577424
harry potter,577532
albus dumbledore,577544
harry potter,577750
harry potter,577805
harry potter,577833
harry potter,577841
harry potter,577880
harry potter,577885
harry potter,577895
voldemort,577951
harry potter,577954
hermione granger,577975
hermione granger,578034
lucius malfoy,578043
harry potter,578074
hermione granger,578089
draco malfoy,578095
hermione granger,578129
draco malfoy,578144
lucius malfoy,578161
lucius malfoy,578176
lucius malfoy,578211
draco malfoy,578230
hermione granger,578239
lucius malfoy,578240
draco malfoy,578255
draco malfoy,578264
lucius malfoy,578302
harry potter,578329
bellatrix black,578412
harry potter,578453
albus dumbledore,578514
blaise zabini,578518
harry potter,578525
hermione granger,578639
harry potter,578643
hermione granger,578716
blaise zabini,578779
hermione granger,578855
harry potter,578856
voldemort,578862
hermione granger,578907
hermione granger,578950
hermione granger,578973
draco malfoy,578980
draco malfoy,579002
hermione granger,579037
albus dumbledore,579048
harry potter,579190
harry potter,579207
harry potter,579256
harry potter,579311
albus dumbledore,579527
daphne greengrass,579540
draco malfoy,579560
theodore nott,579578
harry potter,579663
ron weasley,579675
albus dumbledore,579677
ron weasley,579690
hermione granger,579693
albus dumbledore,579696
voldemort,579700
albus dumbledore,579704
ron weasley,579714
albus dumbledore,579725
ron weasley,579775
albus dumbledore,579793
albus dumbledore,579809
harry potter,579829
harry potter,579860
harry potter,579888
harry potter,579978
tom riddle,579988
tom riddle,579991
harry potter,579992
voldemort,580010
tom riddle,580017
harry potter,580059
hermione granger,580106
albus dumbledore,580126
harry potter,580141
harry potter,580167
harry potter,580207
albus dumbledore,580218
harry potter,580307
harry potter,580337
albus dumbledore,580372
albus dumbledore,580428
albus dumbledore,580447
albus dumbledore,580522
albus dumbledore,580528
albus dumbledore,580545
lucius malfoy,580696
harry potter,580731
voldemort,580760
harry potter,580766
harry potter,580784
harry potter,580792
bellatrix black,580819
harry potter,580821
bellatrix black,580867
bellatrix black,580962
bellatrix black,580995
harry potter,581062
bellatrix black,581070
neville longbottom,581094
bellatrix black,581101
harry potter,581145
padma patil,581347
harry potter,581374
harry potter,581402
voldemort,581427
voldemort,581450
voldemort,581504
voldemort,581523
voldemort,581551
albus dumbledore,581767
harry potter,582055
harry potter,582067
harry potter,582079
voldemort,582206
bellatrix black,582397
lucius malfoy,582407
voldemort,582436
albus dumbledore,582606
voldemort,582762
amelia bones,582798
harry potter,582845
voldemort,582859
voldemort,582872
lucius malfoy,583064
voldemort,583068
albus dumbledore,583070
albus dumbledore,583126
albus dumbledore,583152
lucius malfoy,583172
albus dumbledore,583179
harry potter,583191
lucius malfoy,583225
voldemort,583230
albus dumbledore,583237
lucius malfoy,583261
albus dumbledore,583392
harry potter,583425
albus dumbledore,583453
albus dumbledore,583467
albus dumbledore,583499
voldemort,583626
albus dumbledore,583678
albus dumbledore,583686
albus dumbledore,583718
albus dumbledore,583767
harry potter,583770
albus dumbledore,583813
harry potter,583818
minerva mcgonagall,583825
harry potter,583847
albus dumbledore,583859
voldemort,583877
harry potter,583887
voldemort,583899
harry potter,583946
harry potter,583964
voldemort,583977
harry potter,584017
harry potter,584039
albus dumbledore,584146
albus dumbledore,584276
albus dumbledore,584277
albus dumbledore,584320
tom riddle,584351
albus dumbledore,584360
harry potter,584499
harry potter,584541
voldemort,584621
